13,07:32:00,00:01:42
10,07:33:00,00:02:40
13,07:34:00,00:01:44
4,07:33:00,00:03:59
7,07:32:00,00:05:25
5,07:33:00,00:04:32
9,07:33:00,00:04:33
14,07:35:00,00:02:42
13,07:36:00,00:01:50
10,07:36:00,00:02:30
17,07:33:00,00:05:33
8,07:32:00,00:06:36
4,07:36:00,00:02:59
19,07:33:00,00:06:22
15,07:35:00,00:04:23
1,07:34:00,00:05:31
9,07:36:00,00:03:37
13,07:38:00,00:01:40
2,07:34:00,00:05:44
